Code,Name,sec_name,Wind_ind,GICS_ind,HS_ind,Code_jieli
0001.HK,长和,长和,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,综合业(HS),E00001
0002.HK,中电控股,中电控股,公用事业--公用事业Ⅱ--电力Ⅲ--电力,公用事业_公用事业Ⅱ_电力公用事业Ⅲ_电力公用事业,公用事业(HS),E00002
0003.HK,香港中华煤气,香港中华煤气,公用事业--公用事业Ⅱ--燃气Ⅲ--燃气,公用事业_公用事业Ⅱ_燃气公用事业Ⅲ_燃气公用事业,公用事业(HS),E00003
0004.HK,九龙仓集团,九龙仓集团,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00004
0005.HK,汇丰控股,汇丰控股,金融--银行--商业银行--多元化银行,金融_银行_商业银行_综合性银行,银行业(HS),E00005
0006.HK,电能实业,电能实业,公用事业--公用事业Ⅱ--电力Ⅲ--电力,公用事业_公用事业Ⅱ_电力公用事业Ⅲ_电力公用事业,公用事业(HS),E00006
0007.HK,香港金融集团,香港金融集团,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油与天然气的炼制和销售,能源_能源Ⅱ_石油、天然气与消费用燃料_石油与天然气的炼制和营销,原材料业(HS),E00007
0008.HK,电讯盈科,电讯盈科,电信服务--电信服务Ⅱ--多元电信服务--综合电信服务,通信服务_电信业务Ⅱ_综合电信业务Ⅲ_综合电信业务,电讯业(HS),E00008
0009.HK,九号运通,九号运通,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00009
0010.HK,恒隆集团,恒隆集团,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00010
0011.HK,恒生银行,恒生银行,金融--银行--商业银行--多元化银行,金融_银行_商业银行_综合性银行,银行业(HS),E00011
0012.HK,恒基地产,恒基地产,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00012
0014.HK,希慎兴业,希慎兴业,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00014
0015.HK,盈信控股,盈信控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E00015
0016.HK,新鸿基地产,新鸿基地产,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00016
0017.HK,新世界发展,新世界发展,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00017
0018.HK,东方报业集团,东方报业集团,可选消费--媒体Ⅱ--媒体Ⅲ--出版,通信服务_媒体与娱乐_媒体Ⅲ_出版,媒体娱乐(HS),E00018
0019.HK,太古股份公司A,太古股份公司A,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,综合业(HS),E00019
0020.HK,会德丰,会德丰,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00020
0021.HK,大中华地产控股,大中华地产控股,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00021
0022.HK,茂盛控股,茂盛控股,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00022
0023.HK,东亚银行,东亚银行,金融--银行--商业银行--多元化银行,金融_银行_商业银行_综合性银行,银行业(HS),E00023
0024.HK,宝威控股,宝威控股,工业--资本货物--贸易公司与工业品经销商Ⅲ--贸易公司与工业品经销商,工业_资本品_贸易公司与经销商Ⅲ_贸易公司与经销商,原材料业(HS),E00024
0025.HK,CHEVALIER INT'L,CHEVALIER INT'L,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,地产基建(HS),E00025
0026.HK,中华汽车,中华汽车,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00026
0027.HK,银河娱乐,银河娱乐,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--赌场与赌博,非日常生活消费品_消费者服务_酒店、餐馆与休闲_赌场与赌博,休闲服务(HS),E00027
0028.HK,天安,天安,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00028
0029.HK,达力集团,达力集团,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00029
0030.HK,万隆控股集团,万隆控股集团,工业--资本货物--贸易公司与工业品经销商Ⅲ--贸易公司与工业品经销商,工业_资本品_贸易公司与经销商Ⅲ_贸易公司与经销商,资讯科技业(HS),E00030
0031.HK,航天控股,航天控股,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,信息技术_技术硬件与设备_电子设备、仪器和元件_电子设备和仪器,工业工程(HS),E00031
0032.HK,港通控股,港通控股,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,非日常生活消费品_消费者服务_综合消费者服务_教育服务,交通运输(HS),E00032
0033.HK,亚投金融集团,亚投金融集团,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,非日常生活消费品_耐用消费品与服装_休闲设备与用品_消闲用品,家用电器(HS),E00033
0034.HK,九龙建业,九龙建业,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00034
0035.HK,远东发展,远东发展,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00035
0036.HK,远东控股国际,远东控股国际,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E00036
0037.HK,远东酒店实业,远东酒店实业,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00037
0038.HK,第一拖拉机股份,第一拖拉机股份,工业--资本货物--机械--农用农业机械,工业_资本品_机械制造_农用农业机械,工业工程(HS),E00038
0039.HK,中国北大荒,中国北大荒,日常消费--食品、饮料与烟草--饮料--白酒与葡萄酒,日常消费品_食品、饮料与烟草_饮料_酿酒商与葡萄酒商,零售业(HS),E00039
0040.HK,金山工业,金山工业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,信息技术_技术硬件与设备_电子设备、仪器和元件_电子元件,家用电器(HS),E00040
0041.HK,鹰君,鹰君,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00041
0042.HK,东北电气,东北电气,工业--资本货物--电气设备--电气部件与设备,工业_资本品_电气设备_电气部件与设备,工业工程(HS),E00042
0043.HK,卜蜂国际,卜蜂国际,日常消费--食品、饮料与烟草--食品--农产品,日常消费品_食品、饮料与烟草_食品_农产品,农业产品(HS),E00043
0045.HK,大酒店,大酒店,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00045
0046.HK,科联系统,科联系统,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,信息技术_软件与服务_信息技术服务_信息科技咨询与其它服务,资讯科技业(HS),E00046
0047.HK,合兴集团,合兴集团,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--餐馆,非日常生活消费品_消费者服务_酒店、餐馆与休闲_餐馆,休闲服务(HS),E00047
0048.HK,中国汽车内饰,中国汽车内饰,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--纺织品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_纺织品,纺织业(HS),E00048
0050.HK,香港小轮(集团),香港小轮(集团),房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00050
0051.HK,海港企业,海港企业,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00051
0052.HK,大快活,大快活,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--餐馆,非日常生活消费品_消费者服务_酒店、餐馆与休闲_餐馆,休闲服务(HS),E00052
0053.HK,国浩集团,国浩集团,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00053
0054.HK,合和实业,合和实业,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,综合业(HS),E00054
0055.HK,中星集团控股,中星集团控股,工业--商业和专业服务--商业服务与用品--商业印刷,工业_商业和专业服务_商业服务与商业用品_商业印刷,工业工程(HS),E00055
0056.HK,联合地产(香港),联合地产(香港),金融--多元金融--消费信贷Ⅲ--消费信贷,金融_综合金融_消费信贷Ⅲ_消费信贷,非银金融(HS),E00056
0057.HK,震雄集团,震雄集团,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,工业工程(HS),E00057
0058.HK,新威国际,新威国际,材料--材料Ⅱ--建材Ⅲ--建材,原材料_原材料Ⅱ_建筑材料Ⅲ_建筑材料,地产基建(HS),E00058
0059.HK,天誉置业,天誉置业,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00059
0060.HK,香港食品投资,香港食品投资,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品分销商,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品分销商,食品饮料(HS),E00060
0061.HK,绿领控股,绿领控股,材料--材料Ⅱ--金属、非金属与采矿--贵金属与矿石,原材料_原材料Ⅱ_金属与采矿_贵重金属与矿石,能源业(HS),E00061
0062.HK,载通,载通,工业--运输--公路与铁路运输--公路运输,工业_运输_公路与铁路Ⅲ_陆运,交通运输(HS),E00062
0063.HK,中国烯谷集团,中国烯谷集团,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00063
0064.HK,结好控股,结好控股,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E00064
0065.HK,弘海高新资源,弘海高新资源,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,能源_能源Ⅱ_石油、天然气与消费用燃料_煤与消费用燃料,能源业(HS),E00065
0066.HK,港铁公司,港铁公司,工业--运输--公路与铁路运输--铁路运输,工业_运输_公路与铁路Ⅲ_铁路,交通运输(HS),E00066
0068.HK,利兴发展,利兴发展,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E00068
0069.HK,香格里拉(亚洲),香格里拉(亚洲),可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00069
0070.HK,金粤控股,金粤控股,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--赌场与赌博,非日常生活消费品_消费者服务_酒店、餐馆与休闲_赌场与赌博,休闲服务(HS),E00070
0071.HK,美丽华酒店,美丽华酒店,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00071
0072.HK,现代传播,现代传播,可选消费--媒体Ⅱ--媒体Ⅲ--广告,通信服务_媒体与娱乐_媒体Ⅲ_广告,媒体娱乐(HS),E00072
0073.HK,亚洲果业,亚洲果业,日常消费--食品、饮料与烟草--食品--农产品,日常消费品_食品、饮料与烟草_食品_农产品,农业产品(HS),E00073
0075.HK,渝太地产,渝太地产,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00075
0076.HK,南海石油,南海石油,信息技术--技术硬件与设备--电子设备、仪器和元件--电子制造服务,信息技术_技术硬件与设备_电子设备、仪器和元件_电子制造服务,工业工程(HS),E00076
0077.HK,进智公共交通,进智公共交通,工业--运输--公路与铁路运输--公路运输,工业_运输_公路与铁路Ⅲ_陆运,交通运输(HS),E00077
0078.HK,REGAL INT'L,REGAL INT'L,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00078
0079.HK,世纪建业,世纪建业,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,支援服务(HS),E00079
0080.HK,中国新经济投资,中国新经济投资,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00080
0081.HK,中国海外宏洋集团,中国海外宏洋集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00081
0082.HK,第一视频,第一视频,可选消费--媒体Ⅱ--媒体Ⅲ--广播,通信服务_媒体与娱乐_媒体Ⅲ_广播,媒体娱乐(HS),E00082
0083.HK,信和置业,信和置业,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00083
0084.HK,宝光实业,宝光实业,可选消费--零售业--专营零售--专卖店,非日常生活消费品_零售业_专营零售_专卖店,纺织业(HS),E00084
0085.HK,中电华大科技,中电华大科技,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,信息技术_半导体产品与设备_半导体产品与设备Ⅲ_半导体产品,资讯科技业(HS),E00085
0086.HK,新鸿基公司,新鸿基公司,金融--多元金融--消费信贷Ⅲ--消费信贷,金融_综合金融_消费信贷Ⅲ_消费信贷,非银金融(HS),E00086
0087.HK,太古股份公司B,太古股份公司B,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,综合业(HS),E00087
0088.HK,TAI CHEUNG HOLD,TAI CHEUNG HOLD,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00088
0089.HK,大生地产,大生地产,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00089
0090.HK,琥珀能源,琥珀能源,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--独立电力生产商与能源贸易商,公用事业_公用事业Ⅱ_独立电力生产商与能源贸易商Ⅲ_独立电力生产商与能源贸易商,公用事业(HS),E00090
0091.HK,标准资源控股,标准资源控股,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,信息技术_半导体产品与设备_半导体产品与设备Ⅲ_半导体产品,能源业(HS),E00091
0092.HK,冠军科技集团,冠军科技集团,信息技术--软件与服务--软件--系统软件,信息技术_软件与服务_软件_系统软件,资讯科技业(HS),E00092
0093.HK,TERMBRAY IND,TERMBRAY IND,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00093
0094.HK,绿心集团,绿心集团,材料--材料Ⅱ--纸与林木产品--林木产品,原材料_原材料Ⅱ_纸类与林业产品_林业产品,原材料业(HS),E00094
0095.HK,绿景中国地产,绿景中国地产,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00095
0096.HK,YUSEI,YUSEI,材料--材料Ⅱ--化工--基础化工,原材料_原材料Ⅱ_化学制品_商品化工,工业工程(HS),E00096
0097.HK,恒基发展,恒基发展,可选消费--零售业--多元化零售--百货商店,非日常生活消费品_零售业_多元化零售_百货商店,零售业(HS),E00097
0098.HK,兴发铝业,兴发铝业,材料--材料Ⅱ--金属、非金属与采矿--铝,原材料_原材料Ⅱ_金属与采矿_铝,原材料业(HS),E00098
0099.HK,王氏国际,王氏国际,信息技术--技术硬件与设备--电子设备、仪器和元件--电子制造服务,信息技术_技术硬件与设备_电子设备、仪器和元件_电子制造服务,资讯科技业(HS),E00099
0100.HK,白马户外媒体,白马户外媒体,可选消费--媒体Ⅱ--媒体Ⅲ--广告,通信服务_媒体与娱乐_媒体Ⅲ_广告,媒体娱乐(HS),E00100
0101.HK,恒隆地产,恒隆地产,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00101
0102.HK,凯升控股,凯升控股,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--赌场与赌博,非日常生活消费品_消费者服务_酒店、餐馆与休闲_赌场与赌博,休闲服务(HS),E00102
0103.HK,首长宝佳,首长宝佳,材料--材料Ⅱ--金属、非金属与采矿--钢铁,原材料_原材料Ⅱ_金属与采矿_钢铁,原材料业(HS),E00103
0104.HK,ASIA COMM HOLD,ASIA COMM HOLD,可选消费--零售业--专营零售--专卖店,非日常生活消费品_零售业_专营零售_专卖店,纺织业(HS),E00104
0105.HK,凯联国际酒店,凯联国际酒店,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00105
0106.HK,朗诗绿色集团,朗诗绿色集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00106
0107.HK,四川成渝高速公路,四川成渝高速公路,工业--运输--交通基础设施--公路与铁路,工业_运输_交通基本设施_公路与铁路,交通运输(HS),E00107
0108.HK,国锐地产,国锐地产,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,支援服务(HS),E00108
0109.HK,天成国际,天成国际,金融--多元金融--多元金融服务--特殊金融服务,金融_综合金融_综合金融服务_特殊金融服务,非银金融(HS),E00109
0110.HK,中国长远,中国长远,信息技术--技术硬件与设备--电子设备、仪器和元件--技术产品经销商,信息技术_技术硬件与设备_电子设备、仪器和元件_技术产品经销商,资讯科技业(HS),E00110
0111.HK,信达国际控股,信达国际控股,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E00111
0112.HK,勒泰集团,勒泰集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00112
0113.HK,迪生创建,迪生创建,可选消费--零售业--专营零售--服装零售,非日常生活消费品_零售业_专营零售_服装零售,纺织业(HS),E00113
0114.HK,HERALD HOLD,HERALD HOLD,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,非日常生活消费品_耐用消费品与服装_休闲设备与用品_消闲用品,家用电器(HS),E00114
0115.HK,钧濠集团,钧濠集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00115
0116.HK,周生生,周生生,可选消费--零售业--专营零售--专卖店,非日常生活消费品_零售业_专营零售_专卖店,纺织业(HS),E00116
0117.HK,天利控股集团,天利控股集团,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,信息技术_技术硬件与设备_电子设备、仪器和元件_电子元件,工业工程(HS),E00117
0118.HK,大同机械,大同机械,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,工业工程(HS),E00118
0119.HK,保利置业集团,保利置业集团,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00119
0120.HK,COSMOPOL INT'L,COSMOPOL INT'L,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,地产基建(HS),E00120
0121.HK,卜蜂莲花,卜蜂莲花,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品零售,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品零售,零售业(HS),E00121
0122.HK,鳄鱼恤,鳄鱼恤,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E00122
0123.HK,越秀地产,越秀地产,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00123
0124.HK,粤海置地,粤海置地,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00124
0125.HK,新兴光学,新兴光学,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E00125
0126.HK,佳宁娜,佳宁娜,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,综合业(HS),E00126
0127.HK,华人置业,华人置业,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00127
0128.HK,安宁控股,安宁控股,可选消费--零售业--专营零售--服装零售,非日常生活消费品_零售业_专营零售_服装零售,纺织业(HS),E00128
0129.HK,泛海集团,泛海集团,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00129
0130.HK,慕诗国际,慕诗国际,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E00130
0131.HK,卓能(集团),卓能(集团),房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00131
0132.HK,中国兴业控股,中国兴业控股,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00132
0133.HK,招商局中国基金,招商局中国基金,金融--多元金融--多元金融服务--多领域控股,金融_综合金融_综合金融服务_多领域控股,非银金融(HS),E00133
0135.HK,昆仑能源,昆仑能源,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油与天然气的炼制和销售,能源_能源Ⅱ_石油、天然气与消费用燃料_石油与天然气的炼制和营销,能源业(HS),E00135
0136.HK,恒腾网络,恒腾网络,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,家用电器(HS),E00136
0137.HK,金辉集团,金辉集团,工业--运输--海运Ⅲ--海运,工业_运输_海运Ⅲ_海运,交通运输(HS),E00137
0138.HK,中建富通,中建富通,金融--多元金融--多元金融服务--特殊金融服务,金融_综合金融_综合金融服务_特殊金融服务,非银金融(HS),E00138
0139.HK,中达集团控股,中达集团控股,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,信息技术_半导体产品与设备_半导体产品与设备Ⅲ_半导体产品,资讯科技业(HS),E00139
0141.HK,大中华集团,大中华集团,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品分销商,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品分销商,地产基建(HS),E00141
0142.HK,第一太平,第一太平,金融--多元金融--多元金融服务--多领域控股,金融_综合金融_综合金融服务_多领域控股,食品饮料(HS),E00142
0143.HK,国安国际,国安国际,信息技术--技术硬件与设备--电子设备、仪器和元件--技术产品经销商,信息技术_技术硬件与设备_电子设备、仪器和元件_技术产品经销商,资讯科技业(HS),E00143
0144.HK,招商局港口,招商局港口,工业--运输--交通基础设施--海港与服务,工业_运输_交通基本设施_海港与服务,交通运输(HS),E00144
0145.HK,香港建屋贷款,香港建屋贷款,工业--商业和专业服务--商业服务与用品--综合支持服务,工业_商业和专业服务_商业服务与商业用品_综合支持服务,支援服务(HS),E00145
0146.HK,TAI PING CARPET,TAI PING CARPET,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家庭装饰品,纺织业(HS),E00146
0147.HK,国际商业结算,国际商业结算,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,支援服务(HS),E00147
0148.HK,建滔集团,建滔集团,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,工业工程(HS),E00148
0149.HK,中国农产品交易,中国农产品交易,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,农业产品(HS),E00149
0150.HK,HYPEBEAST,HYPEBEAST,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,通信服务_媒体与娱乐_互动媒体与服务Ⅲ_互动媒体与服务IV,媒体娱乐(HS),E00150
0151.HK,中国旺旺,中国旺旺,日常消费--食品、饮料与烟草--食品--食品加工与肉类,日常消费品_食品、饮料与烟草_食品_包装食品与肉类,食品饮料(HS),E00151
0152.HK,深圳国际,深圳国际,工业--运输--交通基础设施--公路与铁路,工业_运输_交通基本设施_公路与铁路,交通运输(HS),E00152
0153.HK,中国赛特,中国赛特,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E00153
0154.HK,北京控股环境集团,北京控股环境集团,工业--商业和专业服务--商业服务与用品--环境与设施服务,工业_商业和专业服务_商业服务与商业用品_环境与设施服务,公用事业(HS),E00154
0155.HK,中国源畅,中国源畅,工业--资本货物--电气设备--电气部件与设备,工业_资本品_电气设备_电气部件与设备,工业工程(HS),E00155
0156.HK,力宝华润,力宝华润,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00156
0157.HK,自然美,自然美,日常消费--家庭与个人用品--个人用品Ⅲ--个人用品,日常消费品_家庭与个人用品_个人用品Ⅲ_个人用品,纺织业(HS),E00157
