Code,Name,sec_name,Wind_ind,GICS_ind,HS_ind,Code_jieli
0628.HK,国美金融科技,国美金融科技,金融--银行--互助储蓄银行与抵押信贷Ⅲ--互助储蓄与抵押信贷金融服务,金融_银行_互助储蓄银行与抵押信贷Ⅲ_互助储蓄与抵押信贷金融服务,非银金融(HS),E00628
0629.HK,悦达国际控股,悦达国际控股,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,原材料_原材料Ⅱ_金属与采矿_多种金属与采矿,原材料业(HS),E00629
0630.HK,隽泰控股,隽泰控股,医疗保健--医疗保健设备与服务--医疗保健设备与用品--医疗保健设备,医疗保健_医疗保健设备与服务_医疗保健设备与用品_医疗保健设备,医疗保健(HS),E00630
0631.HK,三一国际,三一国际,工业--资本货物--机械--建筑机械与重型卡车,工业_资本品_机械制造_建筑机械与重型卡车,工业工程(HS),E00631
0632.HK,东方明珠石油,东方明珠石油,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油与天然气的炼制和销售,能源_能源Ⅱ_石油、天然气与消费用燃料_石油与天然气的勘探与生产,能源业(HS),E00632
0633.HK,中国全通,中国全通,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,信息技术_技术硬件与设备_通信设备Ⅲ_通信设备,电讯业(HS),E00633
0635.HK,彩星集团,彩星集团,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,非日常生活消费品_耐用消费品与服装_休闲设备与用品_消闲用品,家用电器(HS),E00635
0636.HK,嘉里物流,嘉里物流,工业--运输--航空货运与物流Ⅲ--航空货运与物流,工业_运输_航空货运与物流Ⅲ_航空货运与物流,交通运输(HS),E00636
0637.HK,利记,利记,工业--资本货物--贸易公司与工业品经销商Ⅲ--贸易公司与工业品经销商,工业_资本品_贸易公司与经销商Ⅲ_贸易公司与经销商,原材料业(HS),E00637
0638.HK,建溢集团,建溢集团,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,非日常生活消费品_耐用消费品与服装_休闲设备与用品_消闲用品,家用电器(HS),E00638
0639.HK,首钢资源,首钢资源,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,原材料_原材料Ⅱ_金属与采矿_多种金属与采矿,能源业(HS),E00639
0640.HK,星谦发展,星谦发展,材料--材料Ⅱ--化工--特种化工,原材料_原材料Ⅱ_化学制品_特种化学制品,原材料业(HS),E00640
0641.HK,中国恒天立信国际,中国恒天立信国际,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,工业工程(HS),E00641
0643.HK,恒富控股,恒富控股,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E00643
0645.HK,安域亚洲,安域亚洲,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,能源_能源Ⅱ_石油、天然气与消费用燃料_煤与消费用燃料,能源业(HS),E00645
0646.HK,中国环保科技,中国环保科技,公用事业--公用事业Ⅱ--水务Ⅲ--水务,公用事业_公用事业Ⅱ_水公用事业Ⅲ_水公用事业,公用事业(HS),E00646
0647.HK,JOYCE BOUTIQUE,JOYCE BOUTIQUE,可选消费--零售业--专营零售--服装零售,非日常生活消费品_零售业_专营零售_服装零售,纺织业(HS),E00647
0648.HK,中国华仁医疗,中国华仁医疗,医疗保健--医疗保健设备与服务--医疗保健提供商与服务--保健护理服务,医疗保健_医疗保健设备与服务_医疗保健提供商与服务_保健护理服务,医疗保健(HS),E00648
0650.HK,IDG能源投资,IDG能源投资,能源--能源Ⅱ--能源设备与服务--石油天然气钻井,能源_能源Ⅱ_能源设备与服务_石油与天然气钻井,能源业(HS),E00650
0651.HK,中海重工,中海重工,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,非日常生活消费品_汽车与汽车零部件_汽车零配件_机动车零配件与设备,工业工程(HS),E00651
0653.HK,卓悦控股,卓悦控股,医疗保健--医疗保健设备与服务--医疗保健提供商与服务--保健护理产品经销商,医疗保健_医疗保健设备与服务_医疗保健提供商与服务_保健护理产品经销商,医疗保健(HS),E00653
0655.HK,香港华人有限公司,香港华人有限公司,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00655
0656.HK,复星国际,复星国际,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,综合业(HS),E00656
0657.HK,环科国际,环科国际,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--餐馆,非日常生活消费品_消费者服务_酒店、餐馆与休闲_餐馆,休闲服务(HS),E00657
0658.HK,中国高速传动,中国高速传动,工业--资本货物--电气设备--重型电气设备,工业_资本品_电气设备_重型电气设备,工业工程(HS),E00658
0659.HK,新创建集团,新创建集团,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,综合业(HS),E00659
0660.HK,伟俊矿业集团,伟俊矿业集团,日常消费--食品、饮料与烟草--食品--食品加工与肉类,日常消费品_食品、饮料与烟草_食品_包装食品与肉类,原材料业(HS),E00660
0661.HK,中国大冶有色金属,中国大冶有色金属,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,原材料_原材料Ⅱ_金属与采矿_多种金属与采矿,原材料业(HS),E00661
0662.HK,亚洲金融,亚洲金融,金融--保险Ⅱ--保险Ⅲ--多元化保险,金融_保险_保险Ⅲ_多元化保险,非银金融(HS),E00662
0663.HK,金山能源,金山能源,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,能源_能源Ⅱ_石油、天然气与消费用燃料_煤与消费用燃料,原材料业(HS),E00663
0665.HK,海通国际,海通国际,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E00665
0666.HK,新工投资,新工投资,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00666
0668.HK,东银国际控股,东银国际控股,金融--多元金融--多元金融服务--其他多元金融服务,金融_综合金融_综合金融服务_其它综合性金融服务,非银金融(HS),E00668
0669.HK,创科实业,创科实业,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家用电器,家用电器(HS),E00669
0670.HK,中国东方航空股份,中国东方航空股份,工业--运输--航空Ⅲ--航空,工业_运输_航空公司Ⅲ_航空公司,交通运输(HS),E00670
0672.HK,众安房产,众安房产,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00672
0673.HK,中国卫生集团,中国卫生集团,可选消费--零售业--互联网与售货目录零售--互联网零售,非日常生活消费品_零售业_互联网与直销零售_互联网与直销零售Ⅳ,资讯科技业(HS),E00673
0674.HK,中国唐商,中国唐商,工业--商业和专业服务--商业服务与用品--综合支持服务,工业_商业和专业服务_商业服务与商业用品_综合支持服务,综合业(HS),E00674
0675.HK,坚宝国际,坚宝国际,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,信息技术_技术硬件与设备_电子设备、仪器和元件_电子元件,工业工程(HS),E00675
0676.HK,创信国际,创信国际,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--鞋类,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_鞋类,纺织业(HS),E00676
0677.HK,金源米业,金源米业,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品分销商,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品分销商,农业产品(HS),E00677
0678.HK,云顶香港,云顶香港,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00678
0679.HK,亚洲联网科技,亚洲联网科技,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,工业工程(HS),E00679
0680.HK,南海控股,南海控股,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,信息技术_软件与服务_信息技术服务_信息科技咨询与其它服务,媒体娱乐(HS),E00680
0681.HK,中民控股,中民控股,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油与天然气的储存和运输,能源_能源Ⅱ_石油、天然气与消费用燃料_石油与天然气的储存和运输,公用事业(HS),E00681
0682.HK,超大现代,超大现代,日常消费--食品、饮料与烟草--食品--农产品,日常消费品_食品、饮料与烟草_食品_农产品,农业产品(HS),E00682
0683.HK,嘉里建设,嘉里建设,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00683
0684.HK,亚伦国际,亚伦国际,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家用电器,家用电器(HS),E00684
0685.HK,世界华文媒体,世界华文媒体,可选消费--媒体Ⅱ--媒体Ⅲ--出版,通信服务_媒体与娱乐_媒体Ⅲ_出版,媒体娱乐(HS),E00685
0686.HK,熊猫绿能,熊猫绿能,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--新能源发电业者,公用事业_公用事业Ⅱ_独立电力生产商与能源贸易商Ⅲ_新能源发电业者,公用事业(HS),E00686
0687.HK,香港国际建投,香港国际建投,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E00687
0688.HK,中国海外发展,中国海外发展,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00688
0689.HK,长盈集团(控股),长盈集团(控股),能源--能源Ⅱ--石油、天然气与供消费用燃料--石油天然气勘探与生产,能源_能源Ⅱ_石油、天然气与消费用燃料_石油与天然气的勘探与生产,能源业(HS),E00689
0690.HK,联康生物科技集团,联康生物科技集团,医疗保健--制药、生物科技与生命科学--制药--西药,医疗保健_制药、生物科技与生命科学_制药Ⅲ_制药,医疗保健(HS),E00690
0691.HK,山水水泥,山水水泥,材料--材料Ⅱ--建材Ⅲ--建材,原材料_原材料Ⅱ_建筑材料Ⅲ_建筑材料,地产基建(HS),E00691
0692.HK,神舟乐园,神舟乐园,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家庭装饰品,家用电器(HS),E00692
0693.HK,陈唱国际,陈唱国际,可选消费--零售业--专营零售--汽车零售,非日常生活消费品_零售业_专营零售_汽车零售,汽车业(HS),E00693
0694.HK,北京首都机场股份,北京首都机场股份,工业--运输--交通基础设施--机场服务,工业_运输_交通基本设施_机场服务,交通运输(HS),E00694
0695.HK,东吴水泥,东吴水泥,材料--材料Ⅱ--建材Ⅲ--建材,原材料_原材料Ⅱ_建筑材料Ⅲ_建筑材料,地产基建(HS),E00695
0696.HK,中国民航信息网络,中国民航信息网络,信息技术--软件与服务--信息技术服务--数据处理与外包服务,信息技术_软件与服务_信息技术服务_数据处理与外包服务,资讯科技业(HS),E00696
0697.HK,SHOUGANG INT'L,SHOUGANG INT'L,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--特殊消费者服务,非日常生活消费品_消费者服务_综合消费者服务_特殊消费者服务,原材料业(HS),E00697
0698.HK,通达集团,通达集团,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,信息技术_技术硬件与设备_电子设备、仪器和元件_电子元件,资讯科技业(HS),E00698
0699.HK,神州租车,神州租车,工业--运输--公路与铁路运输--公路运输,工业_运输_公路与铁路Ⅲ_陆运,休闲服务(HS),E00699
0700.HK,腾讯控股,腾讯控股,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,通信服务_媒体与娱乐_互动媒体与服务Ⅲ_互动媒体与服务IV,资讯科技业(HS),E00700
0701.HK,CNT GROUP,CNT GROUP,材料--材料Ⅱ--化工--特种化工,原材料_原材料Ⅱ_化学制品_特种化学制品,地产基建(HS),E00701
0702.HK,中国油气控股,中国油气控股,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油天然气勘探与生产,能源_能源Ⅱ_石油、天然气与消费用燃料_石油与天然气的勘探与生产,能源业(HS),E00702
0703.HK,FUTURE BRIGHT,FUTURE BRIGHT,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--餐馆,非日常生活消费品_消费者服务_酒店、餐馆与休闲_餐馆,休闲服务(HS),E00703
0704.HK,和嘉控股,和嘉控股,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,能源_能源Ⅱ_石油、天然气与消费用燃料_煤与消费用燃料,能源业(HS),E00704
0705.HK,鼎和矿业,鼎和矿业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,原材料_原材料Ⅱ_金属与采矿_多种金属与采矿,原材料业(HS),E00705
0706.HK,美丽中国控股,美丽中国控股,材料--材料Ⅱ--纸与林木产品--林木产品,原材料_原材料Ⅱ_纸类与林业产品_林业产品,原材料业(HS),E00706
0707.HK,亚洲电视控股,亚洲电视控股,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--纺织品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_纺织品,纺织业(HS),E00707
0708.HK,恒大健康,恒大健康,可选消费--媒体Ⅱ--媒体Ⅲ--广告,通信服务_媒体与娱乐_媒体Ⅲ_广告,媒体娱乐(HS),E00708
0709.HK,佐丹奴国际,佐丹奴国际,可选消费--零售业--专营零售--服装零售,非日常生活消费品_零售业_专营零售_服装零售,纺织业(HS),E00709
0710.HK,京东方精电,京东方精电,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,信息技术_半导体产品与设备_半导体产品与设备Ⅲ_半导体产品,资讯科技业(HS),E00710
0711.HK,亚洲联合基建控股,亚洲联合基建控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E00711
0712.HK,卡姆丹克太阳能,卡姆丹克太阳能,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,信息技术_半导体产品与设备_半导体产品与设备Ⅲ_半导体产品,工业工程(HS),E00712
0713.HK,世界(集团),世界(集团),工业--资本货物--建筑产品Ⅲ--建筑产品,工业_资本品_建筑产品Ⅲ_建筑产品,家用电器(HS),E00713
0715.HK,中泛控股,中泛控股,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00715
0716.HK,胜狮货柜,胜狮货柜,工业--运输--海运Ⅲ--海运,工业_运输_海运Ⅲ_海运,工业工程(HS),E00716
0717.HK,英皇证券,英皇证券,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E00717
0718.HK,太和控股,太和控股,工业--资本货物--贸易公司与工业品经销商Ⅲ--贸易公司与工业品经销商,工业_资本品_贸易公司与经销商Ⅲ_贸易公司与经销商,原材料业(HS),E00718
0719.HK,山东新华制药股份,山东新华制药股份,医疗保健--制药、生物科技与生命科学--制药--西药,医疗保健_制药、生物科技与生命科学_制药Ⅲ_制药,医疗保健(HS),E00719
0720.HK,意达利控股,意达利控股,可选消费--零售业--专营零售--汽车零售,非日常生活消费品_零售业_专营零售_汽车零售,汽车业(HS),E00720
0721.HK,中国金融国际,中国金融国际,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00721
0722.HK,联合医务,联合医务,医疗保健--医疗保健设备与服务--医疗保健提供商与服务--保健护理服务,医疗保健_医疗保健设备与服务_医疗保健提供商与服务_保健护理服务,医疗保健(HS),E00722
0723.HK,永保林业,永保林业,材料--材料Ⅱ--纸与林木产品--林木产品,原材料_原材料Ⅱ_纸类与林业产品_林业产品,原材料业(HS),E00723
0724.HK,瑞鑫国际集团,瑞鑫国际集团,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,信息技术_半导体产品与设备_半导体产品与设备Ⅲ_半导体产品,资讯科技业(HS),E00724
0725.HK,恒都集团,恒都集团,工业--资本货物--电气设备--电气部件与设备,工业_资本品_电气设备_电气部件与设备,工业工程(HS),E00725
0726.HK,中民筑友智造科技,中民筑友智造科技,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00726
0727.HK,皇冠环球集团,皇冠环球集团,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,休闲服务(HS),E00727
0728.HK,中国电信,中国电信,电信服务--电信服务Ⅱ--多元电信服务--综合电信服务,通信服务_电信业务Ⅱ_综合电信业务Ⅲ_综合电信业务,电讯业(HS),E00728
0729.HK,五龙电动车,五龙电动车,工业--资本货物--电气设备--电气部件与设备,工业_资本品_电气设备_电气部件与设备,工业工程(HS),E00729
0730.HK,SHOUGANG GRAND,SHOUGANG GRAND,金融--多元金融--消费信贷Ⅲ--消费信贷,金融_综合金融_消费信贷Ⅲ_消费信贷,非银金融(HS),E00730
0731.HK,森信纸业集团,森信纸业集团,工业--资本货物--贸易公司与工业品经销商Ⅲ--贸易公司与工业品经销商,工业_资本品_贸易公司与经销商Ⅲ_贸易公司与经销商,原材料业(HS),E00731
0732.HK,信利国际,信利国际,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,信息技术_技术硬件与设备_电子设备、仪器和元件_电子元件,资讯科技业(HS),E00732
0733.HK,合富辉煌,合富辉煌,房地产--房地产Ⅱ--房地产管理和开发--房地产服务,房地产_房地产Ⅱ_房地产管理和开发_房地产服务,地产基建(HS),E00733
0735.HK,中国电力清洁能源,中国电力清洁能源,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--独立电力生产商与能源贸易商,公用事业_公用事业Ⅱ_独立电力生产商与能源贸易商Ⅲ_独立电力生产商与能源贸易商,公用事业(HS),E00735
0736.HK,中国置业投资,中国置业投资,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00736
0737.HK,合和公路基建,合和公路基建,工业--运输--交通基础设施--公路与铁路,工业_运输_交通基本设施_公路与铁路,交通运输(HS),E00737
0738.HK,莱尔斯丹,莱尔斯丹,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--鞋类,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_鞋类,纺织业(HS),E00738
0743.HK,亚洲水泥(中国),亚洲水泥(中国),材料--材料Ⅱ--建材Ⅲ--建材,原材料_原材料Ⅱ_建筑材料Ⅲ_建筑材料,地产基建(HS),E00743
0745.HK,中国国家文化产业,中国国家文化产业,可选消费--媒体Ⅱ--媒体Ⅲ--广告,通信服务_媒体与娱乐_媒体Ⅲ_广告,媒体娱乐(HS),E00745
0746.HK,理文化工,理文化工,材料--材料Ⅱ--化工--基础化工,原材料_原材料Ⅱ_化学制品_商品化工,原材料业(HS),E00746
0747.HK,沈阳公用发展股份,沈阳公用发展股份,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00747
0750.HK,兴业太阳能,兴业太阳能,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E00750
0751.HK,创维数码,创维数码,可选消费--耐用消费品与服装--家庭耐用消费品--消费电子产品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_消费电子产品,家用电器(HS),E00751
0752.HK,PICO FAR EAST,PICO FAR EAST,可选消费--媒体Ⅱ--媒体Ⅲ--广告,通信服务_媒体与娱乐_媒体Ⅲ_广告,媒体娱乐(HS),E00752
0753.HK,中国国航,中国国航,工业--运输--航空Ⅲ--航空,工业_运输_航空公司Ⅲ_航空公司,交通运输(HS),E00753
0754.HK,合生创展集团,合生创展集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00754
0755.HK,上海证大,上海证大,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00755
0756.HK,森美控股,森美控股,日常消费--食品、饮料与烟草--食品--食品加工与肉类,日常消费品_食品、饮料与烟草_食品_包装食品与肉类,食品饮料(HS),E00756
0757.HK,阳光能源,阳光能源,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体设备,信息技术_半导体产品与设备_半导体产品与设备Ⅲ_半导体设备,工业工程(HS),E00757
0758.HK,新华联资本,新华联资本,材料--材料Ⅱ--建材Ⅲ--建材,原材料_原材料Ⅱ_建筑材料Ⅲ_建筑材料,原材料业(HS),E00758
0759.HK,CEC INT'L HOLD,CEC INT'L HOLD,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品零售,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品零售,零售业(HS),E00759
0760.HK,新天地产集团,新天地产集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00760
0762.HK,中国联通,中国联通,电信服务--电信服务Ⅱ--多元电信服务--综合电信服务,通信服务_电信业务Ⅱ_综合电信业务Ⅲ_综合电信业务,电讯业(HS),E00762
0763.HK,中兴通讯,中兴通讯,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,信息技术_技术硬件与设备_通信设备Ⅲ_通信设备,资讯科技业(HS),E00763
0764.HK,永恒策略,永恒策略,工业--商业和专业服务--商业服务与用品--综合支持服务,工业_商业和专业服务_商业服务与商业用品_综合支持服务,纺织业(HS),E00764
0765.HK,PERFECTECH INTL,PERFECTECH INTL,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,非日常生活消费品_耐用消费品与服装_休闲设备与用品_消闲用品,家用电器(HS),E00765
0766.HK,中盈集团控股,中盈集团控股,金融--多元金融--消费信贷Ⅲ--消费信贷,金融_综合金融_消费信贷Ⅲ_消费信贷,非银金融(HS),E00766
0767.HK,亚太丝路投资,亚太丝路投资,金融--多元金融--多元金融服务--特殊金融服务,金融_综合金融_综合金融服务_特殊金融服务,非银金融(HS),E00767
0768.HK,开明投资,开明投资,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00768
0769.HK,中国稀土,中国稀土,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,原材料_原材料Ⅱ_金属与采矿_多种金属与采矿,原材料业(HS),E00769
0770.HK,SHANGHAI GROWTH,SHANGHAI GROWTH,金融--多元金融--多元金融服务--多领域控股,金融_综合金融_综合金融服务_多领域控股,非银金融(HS),E00770
0771.HK,自动系统,自动系统,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,信息技术_软件与服务_信息技术服务_信息科技咨询与其它服务,资讯科技业(HS),E00771
0772.HK,阅文集团,阅文集团,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,通信服务_媒体与娱乐_互动媒体与服务Ⅲ_互动媒体与服务IV,资讯科技业(HS),E00772
0775.HK,长江生命科技,长江生命科技,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,医疗保健_制药、生物科技与生命科学_生物科技Ⅲ_生物科技,医疗保健(HS),E00775
0776.HK,帝国集团环球控股,帝国集团环球控股,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家庭装饰品,家用电器(HS),E00776
0777.HK,网龙,网龙,信息技术--软件与服务--软件--应用软件,信息技术_软件与服务_软件_应用软件,资讯科技业(HS),E00777
0780.HK,同程艺龙,同程艺龙,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00780
0784.HK,凌锐控股,凌锐控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E00784
0787.HK,利标品牌,利标品牌,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E00787
0788.HK,中国铁塔,中国铁塔,电信服务--电信服务Ⅱ--多元电信服务--综合电信服务,通信服务_电信业务Ⅱ_综合电信业务Ⅲ_综合电信业务,电讯业(HS),E00788
0789.HK,领视控股,领视控股,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E00789
0794.HK,锦胜集团(控股),锦胜集团(控股),材料--材料Ⅱ--容器与包装--纸包装,原材料_原材料Ⅱ_容器与包装_纸材料包装,原材料业(HS),E00794
0797.HK,第七大道,第七大道,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,通信服务_媒体与娱乐_娱乐_互动家庭娱乐,资讯科技业(HS),E00797
0798.HK,中电光谷,中电光谷,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00798
0799.HK,IGG,IGG,信息技术--软件与服务--软件--应用软件,信息技术_软件与服务_软件_应用软件,资讯科技业(HS),E00799
0800.HK,A8新媒体,A8新媒体,可选消费--媒体Ⅱ--媒体Ⅲ--电影与娱乐,通信服务_媒体与娱乐_娱乐_电影与娱乐,媒体娱乐(HS),E00800
0801.HK,金卫医疗,金卫医疗,医疗保健--医疗保健设备与服务--医疗保健设备与用品--医疗保健设备,医疗保健_医疗保健设备与服务_医疗保健设备与用品_医疗保健设备,医疗保健(HS),E00801
0802.HK,中国钱包,中国钱包,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,信息技术_软件与服务_信息技术服务_互联网服务与基础设施,资讯科技业(HS),E00802
0803.HK,昌兴国际,昌兴国际,材料--材料Ⅱ--金属、非金属与采矿--贵金属与矿石,原材料_原材料Ⅱ_金属与采矿_贵重金属与矿石,原材料业(HS),E00803
0804.HK,鼎石资本,鼎石资本,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E00804
0806.HK,惠理集团,惠理集团,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00806
0807.HK,上海实业环境,上海实业环境,工业--商业和专业服务--商业服务与用品--环境与设施服务,工业_商业和专业服务_商业服务与商业用品_环境与设施服务,公用事业(HS),E00807
0809.HK,大成生化科技,大成生化科技,日常消费--食品、饮料与烟草--食品--农产品,日常消费品_食品、饮料与烟草_食品_农产品,原材料业(HS),E00809
0810.HK,中国互联网投资,中国互联网投资,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00810
0811.HK,新华文轩,新华文轩,可选消费--媒体Ⅱ--媒体Ⅲ--出版,非日常生活消费品_零售业_经销商Ⅲ_经销商,媒体娱乐(HS),E00811
0812.HK,西证国际证券,西证国际证券,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00812
0813.HK,世茂房地产,世茂房地产,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00813
